0x72B7196da2ffAFa81324dcb65D24cEb1A4f25681,1.440920882e+22
0xfe7BCb3676aaBe9A6b39cB23F3a5FA41eED7Ad1b,1.21826447e+22
0x5Ed6A60547ea42A63637A14f37fDdcd4251F931a,8.572451412e+21
0x1c5D0222ED85fe8c91b1F3c935A3Ed948681B346,6.982551637e+21
0x49084ed9D047724ac11C93E43c4F8557C65bbBB6,1.348289314e+21
0x6d63996D24D6B148F9d9953c57379158158c1979,1.348289314e+21
0xf485E62D9FF8d185D86c16F7CcD289cF2C7C135b,1.348289314e+21
0x58A60c619087565C6d8080F5E1117Bcae52872De,4.660873034e+19
0x86B699AdD439D44cF20ad9CFf05b64B117794F38,4.183815294e+19
0x2Ed3767CfCBCEb42ff5F3642d4DF6f851B947073,1.336162325e+19
0x88F984ffC3730782fdb2fBea8eF83b729dE567F1,5.763683528e+18
0x54321f85F12c412025fAa5B32E134bCFD22f4B2F,4.16748466e+18
