0x9bcAcbff4562fCE61aFf58e265beaB8e1c5B3405,7.092496933e+22
0x911C19846fD8197fA033395A3e3dEcD11368C333,4.451250479e+22
0x5102D0A855Bf5F0e72c06B311516c53e8e6D638A,2.364780897e+22
0xCB57De552Eb5Bae1aED1dd7Cd342b98200A3508C,2.648345556e+21
0x4d337Bd4cf1544Af4246d8dEB34747fEf43D3dAB,9.459836738e+20
0x246eDE5D569546BC8987c41449418e9e0AF14516,2.139414766e+20
0x0c411419742Ed3A6599e13DebDD6bfc42fF022D5,1.871054253e+20
0x3Fc03Fe3B470b50D8163db99dB935976a6448FC3,9.035090254e+19
0x51CB80C4fE4031E1Cac70B9b17f5da8D76E74121,8.643861536e+19
0x0FE604dAAAf2f6Ce6a868243681Cd4455c587556,5.721004205e+19
0xD1057878AAF096d81d05E71dD2Da79E2070495b2,4.615698595e+19
0x78Ffa27D122043874DBE879B7173180FeD3ccf1D,3.419023757e+19
0x2Ed3767CfCBCEb42ff5F3642d4DF6f851B947073,2.0599691e+19
0xc9f258df3b771A745D812a4a70e08054304ac7E4,2.042873981e+19
0x0d522c0A0B06828CaB5572713813c61EDCE4849d,2.021951246e+19
0xF45bcc026243109BEF4fb29170E53FCe61523dE8,2.021951246e+19
0x1DC5B95Bd18100027A3233e34d1E097c2ec4Fd37,1.709511879e+19
0x90D279E4d739A3Ca61cc1Ad07c57331AFd001Fe1,1.678623925e+19
0xeA9B457F68C7D01a55C1eDa6c77b68D59caD1a06,1.634299185e+19
0x78345a9C78F55bcBc14E3c0DD8A41309170919B7,1.369871508e+19
0x3005CF5C9b8406b91D6D042002F622F11f92B22e,1.294659161e+19
0x79d2Bd69e570DD75956c60BeDf9C7dcf280525Ac,1.135180409e+19
0x0466671418Bed2B9EF0a8A15D172A4106e51e26E,1.129386282e+19
0xFED89481D6384CD6fe1EBe749B4e90bb5f071B16,1.02143699e+19
0x2C0D84b2335EE3F9020667DCEA7449Fc8D0717ae,9.784796485e+18
0x2F62735A8151E173d99204343fB5C52942fbbAa3,9.784796485e+18
0x5CA722CF150Fc56A0C89257DA717767a3C33BB77,9.784796485e+18
0x3ae40743947a378F28D5AA68bF138492D55440De,8.547559394e+18
0x1a96659fd8a6bb57e429445d16Eb0aBBB2c2f4Dd,7.284586822e+18
0xdC849E5dD401531Bae51F227754c81C4F2710dea,6.065853739e+18
0x54321f85F12c412025fAa5B32E134bCFD22f4B2F,5.847962167e+18
0xB3eafB9F40b8E568B998324dCDFc73B5EABb39b7,5.513192851e+18
0x54490798d5850110B6aB32114D0293892F67472d,4.454007219e+18
0xa36183FA72bd9547B0dEeEA69B4784024B8CDeca,4.353980848e+18
0xCedd0bBdA24292D7CD0e1141e2522a1d392B90aB,3.419023757e+18
0xa644cC8Fc747DAbEd276BA65ba5a882E46314a1C,3.388158845e+18
0x3b40ef04AC02d2082b2DbF3649718FB8a06913ab,2.935438946e+18
0x579b5139175af7F3D9c1d868364833eD757f56D8,2.935438946e+18
0x5E1ec4F093313723c06CfF0be4f1A0F6f4397F52,2.92369719e+18
0xa22c14f9F3fe65Da98FD4990dBe1AA5E72b7B4a4,2.797429925e+18
0x598Ff96A9F3f9ba15A11Cc5A97EB859E25c55b1A,1.956959297e+18
0x94847bd61ACF8864195bBf1683B86BF45Ab5e2ae,1.956959297e+18
0xC20A086bF84C28b8D39a99abDe6aAcA3d11c77f5,1.893859315e+18
0xA3C03b63f07236DB8b04Ac852567faF17B51a2d5,1.069756324e+18
0x566BD52454aeD2DAFD7469C8aBa9e313a748cAE7,1.028977838e+18
0x84E1626D8EFF384A05b4560Abbe78bA454BDE26b,9.804366078e+17
0x26E437F25Ed5Bd5F3a1176A141a2bf8Bbd9bC8A3,9.784796485e+17
0x8D637f410CC7bFcfbE39e0Cb45B821Ff9f28bc7F,9.784796485e+17
0x35f79b27aEF194Bd61eDc547C8d2f60720af5f7e,6.242700158e+17
0x7d8bf18C7cE84b3E175b339c4Ca93aEd1dD166F1,3.419023757e+17
0xDAa7E1BA3c5F6Bd9F4910273909b17ac6d1603de,3.03292687e+17
0x2A62Fb5b6549c3ab5B93cC8707d6a16BA1f16f5d,2.258772563e+17
0xD179f0eCDF306FD743365DF11d410B91C8Ae0022,1.709511879e+17
